"","ID","Description","GeneRatio","BgRatio","pvalue","p.adjust","qvalue","geneID","Count"
"GO:0046676","GO:0046676","negative regulation of insulin secretion","1/105","38/18723",0.192585988905114,0.353864895869987,0.310574241895205,"SFRP1",1
"GO:0071392","GO:0071392","cellular response to estradiol stimulus","1/105","38/18723",0.192585988905114,0.353864895869987,0.310574241895205,"SFRP1",1
"GO:0071398","GO:0071398","cellular response to fatty acid","1/105","38/18723",0.192585988905114,0.353864895869987,0.310574241895205,"NME2",1
"GO:0099622","GO:0099622","cardiac muscle cell membrane repolarization","1/105","38/18723",0.192585988905114,0.353864895869987,0.310574241895205,"ATP1B1",1
"GO:1901031","GO:1901031","regulation of response to reactive oxygen species","1/105","38/18723",0.192585988905114,0.353864895869987,0.310574241895205,"RACK1",1
"GO:2000279","GO:2000279","negative regulation of DNA biosynthetic process","1/105","38/18723",0.192585988905114,0.353864895869987,0.310574241895205,"HNRNPA1",1
"GO:0001890","GO:0001890","placenta development","2/105","144/18723",0.193454021472243,0.354877131192525,0.311462643716313,"CCN1/JUNB",2
"GO:0033135","GO:0033135","regulation of peptidyl-serine phosphorylation","2/105","144/18723",0.193454021472243,0.354877131192525,0.311462643716313,"RACK1/TFRC",2
"GO:0010959","GO:0010959","regulation of metal ion transport","4/105","406/18723",0.193924601038152,0.355449023033075,0.311964572211899,"ATP1B1/BPIFA1/RRAD/PRNP",4
"GO:0034655","GO:0034655","nucleobase-containing compound catabolic process","4/105","407/18723",0.195065555766851,0.357247719972351,0.313543222552282,"BTG2/CIRBP/PABPC4/SCGB1A1",4
"GO:0043524","GO:0043524","negative regulation of neuron apoptotic process","2/105","145/18723",0.195485991419373,0.357724978574454,0.313962094924948,"BTG2/CRLF1",2
"GO:0002347","GO:0002347","response to tumor cell","1/105","39/18723",0.197123236492214,0.358226410184387,0.314402183060094,"HMGB1",1
"GO:0010463","GO:0010463","mesenchymal cell proliferation","1/105","39/18723",0.197123236492214,0.358226410184387,0.314402183060094,"MYC",1
"GO:0032728","GO:0032728","positive regulation of interferon-beta production","1/105","39/18723",0.197123236492214,0.358226410184387,0.314402183060094,"HMGB1",1
"GO:0086091","GO:0086091","regulation of heart rate by cardiac conduction","1/105","39/18723",0.197123236492214,0.358226410184387,0.314402183060094,"DSP",1
"GO:1901021","GO:1901021","positive regulation of calcium ion transmembrane transporter activity","1/105","39/18723",0.197123236492214,0.358226410184387,0.314402183060094,"ATP1B1",1
"GO:1902742","GO:1902742","apoptotic process involved in development","1/105","39/18723",0.197123236492214,0.358226410184387,0.314402183060094,"CCN1",1
"GO:1903115","GO:1903115","regulation of actin filament-based movement","1/105","39/18723",0.197123236492214,0.358226410184387,0.314402183060094,"DSP",1
"GO:2000516","GO:2000516","positive regulation of CD4-positive, alpha-beta T cell activation","1/105","39/18723",0.197123236492214,0.358226410184387,0.314402183060094,"CD81",1
"GO:0006325","GO:0006325","chromatin organization","4/105","409/18723",0.197353850460662,0.358226410184387,0.314402183060094,"HMGB1/CBX3/MYC/TP63",4
"GO:0042542","GO:0042542","response to hydrogen peroxide","2/105","146/18723",0.197520728403723,0.358226410184387,0.314402183060094,"RACK1/RPS3",2
"GO:0045580","GO:0045580","regulation of T cell differentiation","2/105","146/18723",0.197520728403723,0.358226410184387,0.314402183060094,"EGR3/HMGB1",2
"GO:0001889","GO:0001889","liver development","2/105","147/18723",0.199558138673055,0.36133585303422,0.317131227017476,"MPST/RPL19",2
"GO:1903531","GO:1903531","negative regulation of secretion by cell","2/105","147/18723",0.199558138673055,0.36133585303422,0.317131227017476,"RSAD2/SFRP1",2
"GO:0002366","GO:0002366","leukocyte activation involved in immune response","3/105","275/18723",0.200612328635095,0.361586251251646,0.317350992350111,"HMGB1/CD81/TFRC",3
"GO:1903900","GO:1903900","regulation of viral life cycle","2/105","148/18723",0.201598129420464,0.361586251251646,0.317350992350111,"P4HB/RSAD2",2
"GO:0002714","GO:0002714","positive regulation of B cell mediated immunity","1/105","40/18723",0.201635228580006,0.361586251251646,0.317350992350111,"TFRC",1
"GO:0002891","GO:0002891","positive regulation of immunoglobulin mediated immune response","1/105","40/18723",0.201635228580006,0.361586251251646,0.317350992350111,"TFRC",1
"GO:0009069","GO:0009069","serine family amino acid metabolic process","1/105","40/18723",0.201635228580006,0.361586251251646,0.317350992350111,"MPST",1
"GO:0030501","GO:0030501","positive regulation of bone mineralization","1/105","40/18723",0.201635228580006,0.361586251251646,0.317350992350111,"CCN1",1
"GO:0043001","GO:0043001","Golgi to plasma membrane protein transport","1/105","40/18723",0.201635228580006,0.361586251251646,0.317350992350111,"RACK1",1
"GO:0045777","GO:0045777","positive regulation of blood pressure","1/105","40/18723",0.201635228580006,0.361586251251646,0.317350992350111,"TPM1",1
"GO:0072210","GO:0072210","metanephric nephron development","1/105","40/18723",0.201635228580006,0.361586251251646,0.317350992350111,"EGR1",1
"GO:0150077","GO:0150077","regulation of neuroinflammatory response","1/105","40/18723",0.201635228580006,0.361586251251646,0.317350992350111,"IL33",1
"GO:1901020","GO:1901020","negative regulation of calcium ion transmembrane transporter activity","1/105","40/18723",0.201635228580006,0.361586251251646,0.317350992350111,"RRAD",1
"GO:2000142","GO:2000142","regulation of DNA-templated transcription, initiation","1/105","40/18723",0.201635228580006,0.361586251251646,0.317350992350111,"HMGB1",1
"GO:0007548","GO:0007548","sex differentiation","3/105","276/18723",0.202049509981088,0.362039073929283,0.317748418208006,"EIF2S2/SFRP1/TP63",3
"GO:0001558","GO:0001558","regulation of cell growth","4/105","414/18723",0.2031110313306,0.363649990494306,0.319162260600336,"CLSTN1/RACK1/BTG1/SFRP1",4
"GO:0046034","GO:0046034","ATP metabolic process","3/105","277/18723",0.203489177011917,0.363725205461068,0.319228274018321,"ATP1B1/ATP5F1B/TPI1",3
"GO:0009411","GO:0009411","response to UV","2/105","149/18723",0.203640608776907,0.363725205461068,0.319228274018321,"MYC/CIRBP",2
"GO:0045834","GO:0045834","positive regulation of lipid metabolic process","2/105","149/18723",0.203640608776907,0.363725205461068,0.319228274018321,"CCN1/CD81",2
"GO:0016032","GO:0016032","viral process","4/105","415/18723",0.20426857728908,0.364376990247778,0.319800321622856,"P4HB/RSAD2/CD81/TFRC",4
"GO:0022898","GO:0022898","regulation of transmembrane transporter activity","3/105","278/18723",0.20493129559052,0.364376990247778,0.319800321622856,"ATP1B1/RRAD/PRNP",3
"GO:0072521","GO:0072521","purine-containing compound metabolic process","4/105","416/18723",0.205428119631361,0.364376990247778,0.319800321622856,"SULT1E1/ATP5F1B/TPI1/NME2",4
"GO:0061008","GO:0061008","hepaticobiliary system development","2/105","150/18723",0.205685485803765,0.364376990247778,0.319800321622856,"MPST/RPL19",2
"GO:0002251","GO:0002251","organ or tissue specific immune response","1/105","41/18723",0.206122104402899,0.364376990247778,0.319800321622856,"DEFB1",1
"GO:0006418","GO:0006418","tRNA aminoacylation for protein translation","1/105","41/18723",0.206122104402899,0.364376990247778,0.319800321622856,"WARS1",1
"GO:0010907","GO:0010907","positive regulation of glucose metabolic process","1/105","41/18723",0.206122104402899,0.364376990247778,0.319800321622856,"HMGB1",1
"GO:0032733","GO:0032733","positive regulation of interleukin-10 production","1/105","41/18723",0.206122104402899,0.364376990247778,0.319800321622856,"HMGB1",1
"GO:0032735","GO:0032735","positive regulation of interleukin-12 production","1/105","41/18723",0.206122104402899,0.364376990247778,0.319800321622856,"HMGB1",1
"GO:1900026","GO:1900026","positive regulation of substrate adhesion-dependent cell spreading","1/105","41/18723",0.206122104402899,0.364376990247778,0.319800321622856,"P4HB",1
"GO:1901385","GO:1901385","regulation of voltage-gated calcium channel activity","1/105","41/18723",0.206122104402899,0.364376990247778,0.319800321622856,"RRAD",1
"GO:1902622","GO:1902622","regulation of neutrophil migration","1/105","41/18723",0.206122104402899,0.364376990247778,0.319800321622856,"IL1R1",1
"GO:1905521","GO:1905521","regulation of macrophage migration","1/105","41/18723",0.206122104402899,0.364376990247778,0.319800321622856,"CD81",1
"GO:0002263","GO:0002263","cell activation involved in immune response","3/105","279/18723",0.206375831665706,0.364537577954104,0.3199412635635,"HMGB1/CD81/TFRC",3
"GO:0043535","GO:0043535","regulation of blood vessel endothelial cell migration","2/105","151/18723",0.207732670485472,0.3653631715239,0.320665856762898,"ATP5F1B/HMGB1",2
"GO:0048754","GO:0048754","branching morphogenesis of an epithelial tube","2/105","151/18723",0.207732670485472,0.3653631715239,0.320665856762898,"MYC/NPNT",2
"GO:0055067","GO:0055067","monovalent inorganic cation homeostasis","2/105","151/18723",0.207732670485472,0.3653631715239,0.320665856762898,"ATP1B1/ATP5F1B",2
"GO:0071333","GO:0071333","cellular response to glucose stimulus","2/105","151/18723",0.207732670485472,0.3653631715239,0.320665856762898,"RACK1/NME2",2
"GO:2001236","GO:2001236","regulation of extrinsic apoptotic signaling pathway","2/105","151/18723",0.207732670485472,0.3653631715239,0.320665856762898,"SFRP1/TIMP3",2
"GO:0021700","GO:0021700","developmental maturation","3/105","280/18723",0.207822751273425,0.3653631715239,0.320665856762898,"DEFB1/CLSTN1/TFCP2L1",3
"GO:0007249","GO:0007249","I-kappaB kinase/NF-kappaB signaling","3/105","281/18723",0.209272020538021,0.366190363208833,0.321391852569344,"WLS/TGM2/TFRC",3
"GO:0021915","GO:0021915","neural tube development","2/105","152/18723",0.209782073722192,0.366190363208833,0.321391852569344,"SFRP1/LMO4",2
"GO:0050871","GO:0050871","positive regulation of B cell activation","2/105","152/18723",0.209782073722192,0.366190363208833,0.321391852569344,"CD81/TFRC",2
"GO:0051092","GO:0051092","positive regulation of NF-kappaB transcription factor activity","2/105","152/18723",0.209782073722192,0.366190363208833,0.321391852569344,"TFRC/RPS3",2
"GO:0007520","GO:0007520","myoblast fusion","1/105","42/18723",0.210584002435106,0.366190363208833,0.321391852569344,"CD81",1
"GO:0014912","GO:0014912","negative regulation of smooth muscle cell migration","1/105","42/18723",0.210584002435106,0.366190363208833,0.321391852569344,"TPM1",1
"GO:0032691","GO:0032691","negative regulation of interleukin-1 beta production","1/105","42/18723",0.210584002435106,0.366190363208833,0.321391852569344,"SERPINB1",1
"GO:0032965","GO:0032965","regulation of collagen biosynthetic process","1/105","42/18723",0.210584002435106,0.366190363208833,0.321391852569344,"CCN2",1
"GO:0043507","GO:0043507","positive regulation of JUN kinase activity","1/105","42/18723",0.210584002435106,0.366190363208833,0.321391852569344,"RPS3",1
"GO:0045214","GO:0045214","sarcomere organization","1/105","42/18723",0.210584002435106,0.366190363208833,0.321391852569344,"TPM1",1
"GO:0046596","GO:0046596","regulation of viral entry into host cell","1/105","42/18723",0.210584002435106,0.366190363208833,0.321391852569344,"P4HB",1
"GO:0046688","GO:0046688","response to copper ion","1/105","42/18723",0.210584002435106,0.366190363208833,0.321391852569344,"PRNP",1
"GO:0071312","GO:0071312","cellular response to alkaloid","1/105","42/18723",0.210584002435106,0.366190363208833,0.321391852569344,"TGM2",1
"GO:1902895","GO:1902895","positive regulation of pri-miRNA transcription by RNA polymerase II","1/105","42/18723",0.210584002435106,0.366190363208833,0.321391852569344,"EGR1",1
"GO:0071331","GO:0071331","cellular response to hexose stimulus","2/105","153/18723",0.211833607322544,0.368077339431564,0.323047982399369,"RACK1/NME2",2
"GO:0006816","GO:0006816","calcium ion transport","4/105","422/18723",0.21242633221528,0.368820893326452,0.323700572384723,"ATP1B1/RRAD/CCN2/PRNP",4
"GO:0006520","GO:0006520","cellular amino acid metabolic process","3/105","284/18723",0.213633588867926,0.369314760678031,0.324134021647715,"WARS1/MPST/OAT",3
"GO:0016052","GO:0016052","carbohydrate catabolic process","2/105","154/18723",0.213887183996385,0.369314760678031,0.324134021647715,"HMGB1/TPI1",2
"GO:0071326","GO:0071326","cellular response to monosaccharide stimulus","2/105","154/18723",0.213887183996385,0.369314760678031,0.324134021647715,"RACK1/NME2",2
"GO:0002861","GO:0002861","regulation of inflammatory response to antigenic stimulus","1/105","43/18723",0.215021060394761,0.369314760678031,0.324134021647715,"CD81",1
"GO:0006509","GO:0006509","membrane protein ectodomain proteolysis","1/105","43/18723",0.215021060394761,0.369314760678031,0.324134021647715,"TIMP3",1
"GO:0032365","GO:0032365","intracellular lipid transport","1/105","43/18723",0.215021060394761,0.369314760678031,0.324134021647715,"NPC2",1
"GO:0033173","GO:0033173","calcineurin-NFAT signaling cascade","1/105","43/18723",0.215021060394761,0.369314760678031,0.324134021647715,"PRNP",1
"GO:0034142","GO:0034142","toll-like receptor 4 signaling pathway","1/105","43/18723",0.215021060394761,0.369314760678031,0.324134021647715,"HMGB1",1
"GO:0046636","GO:0046636","negative regulation of alpha-beta T cell activation","1/105","43/18723",0.215021060394761,0.369314760678031,0.324134021647715,"HMGB1",1
"GO:0061383","GO:0061383","trabecula morphogenesis","1/105","43/18723",0.215021060394761,0.369314760678031,0.324134021647715,"SFRP1",1
"GO:0090278","GO:0090278","negative regulation of peptide hormone secretion","1/105","43/18723",0.215021060394761,0.369314760678031,0.324134021647715,"SFRP1",1
"GO:0120178","GO:0120178","steroid hormone biosynthetic process","1/105","43/18723",0.215021060394761,0.369314760678031,0.324134021647715,"EGR1",1
"GO:1901381","GO:1901381","positive regulation of potassium ion transmembrane transport","1/105","43/18723",0.215021060394761,0.369314760678031,0.324134021647715,"ATP1B1",1
"GO:1904706","GO:1904706","negative regulation of vascular associated smooth muscle cell proliferation","1/105","43/18723",0.215021060394761,0.369314760678031,0.324134021647715,"TPM1",1
"GO:1903364","GO:1903364","positive regulation of cellular protein catabolic process","2/105","155/18723",0.215942717347636,0.370613344650315,0.325273741177502,"RACK1/CD81",2
"GO:0009267","GO:0009267","cellular response to starvation","2/105","156/18723",0.218000121867171,0.372321443006087,0.326772876463647,"HNRNPA1/SFRP1",2
"GO:0031331","GO:0031331","positive regulation of cellular catabolic process","4/105","427/18723",0.218309915619822,0.372321443006087,0.326772876463647,"BTG2/RACK1/HMGB1/CD81",4
"GO:0032103","GO:0032103","positive regulation of response to external stimulus","4/105","427/18723",0.218309915619822,0.372321443006087,0.326772876463647,"HMGB1/TGM2/CD81/IL33",4
"GO:0002792","GO:0002792","negative regulation of peptide secretion","1/105","44/18723",0.219433415248002,0.372321443006087,0.326772876463647,"SFRP1",1
"GO:0021517","GO:0021517","ventral spinal cord development","1/105","44/18723",0.219433415248002,0.372321443006087,0.326772876463647,"LMO4",1
"GO:0030521","GO:0030521","androgen receptor signaling pathway","1/105","44/18723",0.219433415248002,0.372321443006087,0.326772876463647,"SFRP1",1
"GO:0031295","GO:0031295","T cell costimulation","1/105","44/18723",0.219433415248002,0.372321443006087,0.326772876463647,"CD81",1
"GO:0032620","GO:0032620","interleukin-17 production","1/105","44/18723",0.219433415248002,0.372321443006087,0.326772876463647,"PRNP",1
